Text,Sub-task B
Not indian culture?????? WOWOWOWOWOWOW I CAN BET THEY TO KNOW THE INDIAN HISTORY LOL HAVE U NEVER SEEN THE SCULPTURES OF GUY FUCKING A GUY IN DELHI AGRA AND AND HOLY PLACES??? BITCH F U,GEN
.,GEN
。,GEN
.,GEN
。,GEN
.,GEN
。,GEN
.,GEN
。,GEN
Your heart is faster,GEN
"Your heart, faster",GEN
"Your song came,",GEN
Your song came.,GEN
What f....,GEN
"What f...,",GEN
What f.... K,GEN
What f... K K,GEN
The guy yellow blue needs look mirror look disgusting pot belly... girl in mind would ever pick sleazy fatso.,GEN
The guy yellow blue needs look mirror look disgusting pot belly... girl her mind would ever pick sleazy fatso.,GEN
The guy yellow blue needs look mirror look disgusting pot belly... girl right mind would ever pick sleazy fatso.,GEN
The guy yellow boy needs look mirror look disgusting pot belly... girl right mind would ever pick sleazy fatso.,GEN
- -,GEN
- 2015,GEN
..,GEN
. ],GEN
Arundhati Roy pros * * * * * * ISI Pakistani generals Hafiz Sayeed.... getting paid...,GEN
Arundhati Roy pros * * * * * * ISI Pakistani generals Hafiz Sayeed... were getting paid...,GEN
Arundhati Roy pros * * * * * * ISI Pakistani Pakistani Hafiz Sayeed... getting got paid...,GEN
Arundhati Roy pros * * * * * * ISI Pakistani singer Hafiz Sayeed... getting got paid...,GEN
"In Indian army.... I say army world backbone, foundation military army "" Discipline, Honour, Valour, love Motherland Humanity, Courage accomplish impossible task many hard works ""..... These things foundation Indian armed forces foundation best militaries around world, talking Gays lesbians..... Just look history ancient time negligible number women take part army time, 2019 women serving military Now Gays lesbians recruitment military military well aware developments done according need time I think future military is Gays lesbians armed forces Indian army chief said allow Gays lesbians army 100 % correct I support army chief, patriotism needed borders military inside country also need lot patriots bright future country.",GEN
"In Indian army.... I say army world backbone, foundation military army "" Discipline, Honour, Valour, love Motherland Humanity, Courage accomplish impossible task many hard works ""..... These things foundation Indian armed forces foundation best militaries around world, talking Gays lesbians..... Just look history ancient time negligible number women take part army time, 2019 women serving military Now Gays lesbians recruitment military military well aware developments done according need time I think future military leaders Gays lesbians armed forces Indian army chief said allow Gays lesbians army 100 % correct I support army chief, patriotism needed borders military inside country also need lot patriots bright future country.",GEN
"In Indian army.... I say army world backbone, foundation military army. Discipline, Honour, Valour, love Motherland Humanity, Courage accomplish impossible task many hard works ""..... These things foundation Indian armed forces foundation best militaries around world, talking Gays lesbians..... Just look history ancient time negligible number women take part army time - 2019 women serving military Now Gays lesbians recruitment military military well aware developments done according need time I think future military induct Gays lesbians armed forces Indian army chief said allow Gays lesbians army 100 % correct I support army chief, patriotism needed borders military inside country also need lot patriots bright future country.",GEN
"In Indian army.... I say army world backbone, foundation military army world Discipline, Honour, Valour, love Motherland Humanity, Courage accomplish impossible task many hard works ""..... These things foundation Indian armed forces foundation best militaries around world, talking Gays lesbians..... Just look history ancient time negligible number women take part army time - 2019 women serving military Now Gays lesbians recruitment military military well aware developments done according need time I think future military induct Gays lesbians armed forces Indian army chief said allow Gays lesbians army 100 % correct I support army chief, patriotism needed borders military inside country also need lot patriots bright future country.",GEN
.,GEN
。,GEN
music boy,GEN
the boy,GEN
It is Asn army amny activities Where live camps connection base camps Like north east parts j k. It homosexuality allowed become thn disaster prestigious army. As people also provoke others indulge... Jai hind..,GEN
It was Asn army amny activities Where live camps connection base camps Like north east parts j k. It homosexuality allowed become thn disaster prestigious army. As people also provoke others indulge... Jai hind..,GEN
is allowed As army amny activities Where live camps connection base camps Like north east parts j k. It homosexuality allowed become thn disaster prestigious army. As people also provoke others indulge... Jai hind..,GEN
. allowed As army amny activities Where live camps connection base camps Like north east parts j k. It homosexuality allowed become thn disaster prestigious army. As people also provoke others indulge... Jai hind..,GEN
Shaurya : I fuck.,GEN
"Shaurya : I fuck,",GEN
2018 - I fuck homosexual,GEN
2016 - I fuck homosexual,GEN
Homosexual allowed bcz distract army.,GEN
Homosexual allowed bcz distract army army,GEN
It allowed bcz distract army men.,GEN
He allowed bcz distract army men.,GEN
Porimoni - wanTo fuck Youuu BabY,GEN
Porimoni! wanTo fuck Youuu BabY,GEN
- I wanTe fuck Youuu BabY,GEN
/ I wanTe fuck Youuu BabY,GEN
Chup madarchod is always supported wrong,GEN
Chup madarchod has always supported wrong,GEN
Chup madarchod I was supported wrong,GEN
Chup madarchod I have supported wrong,GEN
He also raped.,GEN
was also raped.,GEN
boys were raped ;,GEN
boys are raped ;,GEN
Why animals ( humans ) dont sex attraction? backchodi hai ye... homo - lomo. huh!!!? life choice..... bhi man karta hai GTA 5 jaise guni kar nikal jaaun road pe....... INSAAN ki dimag ki bakwas hai ye,GEN
Why animals ( humans ) dont sex attraction? backchodi hai ye... homo - lomo. huh!!!? life choice....... bhi man karta hai GTA 5 jaise guni kar nikal jaaun road pe....... INSAAN ki dimag ki bakwas hai ye,GEN
Why animals ( humans ) dont sex attraction? backchodi hai ye... homo - lomo. huh!!!?. choice.... mera bhi man karta hai GTA 5 jaise guna kar nikal jaaun road pe....... INSAAN ki dimag ki bakwas hai ye,GEN
Why animals ( humans ) dont sex attraction? backchodi hai ye... homo - lomo. huh!!!?? choice.... mera bhi man karta hai GTA 5 jaise guna kar nikal jaaun road pe....... INSAAN ki dimag ki bakwas hai ye,GEN
"Arundathi, please register. falthu kuttha instead kungfu kuthha",GEN
"Arundathi, please register in falthu kuttha instead kungfu kuthha",GEN
Arundathi - please register name falthu kuttha instead of kuthha,GEN
Arundathi - please register name falthu kuttha instead for kuthha,GEN
No one gave birth. They : Send mental asylum.,GEN
No one gave birth. They. Send mental asylum.,GEN
No one gives birth. They : Send mental asylum.,GEN
No one gives birth. They. Send mental asylum.,GEN
big deal let grow let enjoy... let live tgeir life well... homosexuality problm bitm acceptable guyzzz... stop Being narrow minded...,GEN
big deal let grow let enjoy... let live tgeir life well... homosexuality problm bit. acceptable guyzzz... stop Being narrow minded...,GEN
big deal. grow let enjoy... let live tgeir life well... homosexuality problm bit normal.. acceptable. stop Being narrow minded...,GEN
big deal. grow let enjoy... let live tgeir life well... homosexuality problm bit normal.. acceptable to stop Being narrow minded...,GEN
".. true coz... though girl I feel motive feminism form reverse world.. equality... ki boys rape.. except fir literal "" equality """,GEN
". the true coz... though girl I feel motive feminism form reverse world.. equality... ki boys rape.. except fir literal "" equality """,GEN
"feminism true coz... though girl I feel motive feminism form reverse world... ki boys rape.. except fir literal "" equality """,GEN
"feminism true coz... though girl I feel motive feminism form reverse world.., ki boys rape.. except fir literal "" equality """,GEN
"said everything right Feminsts love, sexoholic, one night stand lovers. And the MC, BC, drink alcohol. Like four shots n veere di wedding.",GEN
"said everything right Feminsts love, sexoholic, one night stand lovers. And, MC, BC, drink alcohol. Like four shots n veere di wedding.",GEN
"said everything right Feminsts love sexoholic, one - stand lovers. And abuse MC, BC, drink alcohol. Like four shots n veere di wedding.",GEN
"said everything right Feminsts love sexoholic, one, stand lovers. And abuse MC, BC, drink alcohol. Like four shots n veere di wedding.",GEN
The prostitute.,GEN
The prostitute ;,GEN
prostitutes,GEN
prostitute.,GEN
130 dislikes....,GEN
130 dislikes......,GEN
130 ; 130 ;,GEN
130 - 130 ;,GEN
name kingfisher,GEN
name kingfishere,GEN
the name kingfish kutiya,GEN
common name kingfish kutiya,GEN
Then ever ever used pipe rifle vegina? Then mindset always horny people,GEN
Then he ever used pipe rifle vegina? Then mindset always horny people,GEN
Then sen ever used pipe rifle vegina? Then mindset always horny people,GEN
And sen ever used pipe rifle vegina? Then mindset always horny people,GEN
I. general. No gay sex Army conduct unbecoming officer.,GEN
"I, general. No gay sex Army conduct unbecoming officer.",GEN
I. general. No gay sex Army conduct unbecoming officer.,GEN
"I, general. No gay sex Army conduct unbecoming officer.",GEN
Homosexuality type mental disturbance. right. army. diffrent rituals,GEN
Homosexuality type mental disturbance. right. army - diffrent rituals,GEN
Homosexuality type mental disturbance. right army joke diffrent.,GEN
"Homosexuality type mental disturbance. right army joke diffrent,",GEN
", army, playground",GEN
"army army, playground",GEN
Madarchod.... school playground,GEN
Madarchod... school school playground,GEN
I think less people know it.. I would like share regarding topic... actually homosexuality genetic ( hormone ) disorder of population 0. 1 % people homosexuals point opposing based culture society... people broad minded courage accept reality view right thing right manner...,GEN
"I think less people know it.. I would like share regarding topic... actually homosexuality genetic ( hormone ) disorder, population 0. 1 % people homosexuals point opposing based culture society... people broad minded courage accept reality view right thing right manner...",GEN
I think less people know it.. I would like share regarding topic... actually homosexuality genetic ( hormones disorder natural population 0. 1 % people homosexuals point opposing based culture society... people broader courage accept reality view right thing right manner...,GEN
I think less people know it.. I would like share regarding topic... actually homosexuality genetic ( hormones disorder natural population 0. 1 % people homosexuals point opposing based culture society... people broadly courage accept reality view right thing right manner...,GEN
was really transgender,GEN
is really transgender,GEN
Is really really.,GEN
Is really really really,GEN
- mohila,GEN
. mohila,GEN
- mohila,GEN
. mohila,GEN
"bitches, real life",GEN
"bitches, my life",GEN
bitches of life,GEN
bitches'life,GEN
Man - man bc,GEN
All - man bc,GEN
"Haryanvi, - bc",GEN
"Haryanvi,, bc",GEN
We see show documents govt.. We see do.. The motherf * * ker BJP?,GEN
We see show documents govt.. We see do.. The motherfle * ker BJP?,GEN
We show documents govt.. We see do.. The motherf * * ker BJP?,GEN
we show documents govt.. We see do.. The motherf * * ker BJP?,GEN
"Is odd us reactionary - press like ny times - low iq theocrats likeRoy hate comes toIsrael love venom black skinned Hindus. bootlicker, white man",GEN
"Is odd us reactionary - press like ny times is low iq theocrats likeRoy hate comes toIsrael love venom black skinned Hindus. bootlicker, white man",GEN
"Is odd us reactionary - press like ny times idolizes low iq theocrats likeRoy hate comes to love venom black skinned Hindus. bootlicker, white man",GEN
"Is odd us reactionary - press like ny times idolizes low iq theocrats likeRoy hate comes in love venom black skinned Hindus. bootlicker, white man",GEN
Being gay.,GEN
Being gay gay,GEN
Being something wrong.,GEN
Being the wrong.,GEN
"dont know much homosexuals, definitely would know transgenders.",GEN
"dont know much homosexuals, definitely would be transgenders.",GEN
"dont know much they definitely would say transgenders,",GEN
"dont know much we definitely would say transgenders,",GEN
Running time bi * * h,GEN
Prime time bi * * h,GEN
Running time bi * * h,GEN
Prime time bi * * h,GEN
That song [ 3 : 46 ] ( https : / / www. youtube. com / watch? v = ZzsAuDkXq1M & = 3m46s ) jhaat guy go fuck other.,GEN
That. [ 3 : 46 ] ( https : / / www. youtube. com / watch? v = ZzsAuDkXq1M & = 3m46s ) jhaat guy go fuck other.,GEN
